KSmall,KMedium,KMedLar,KLarge,KVeryLarge,very_Large_wr,large_wr,medlar_wr,medium_wr,small_wr,KTotal,RMSE_Total_Young
0.00972373774142406,0.00597879128222647,0.00446349260315158,0.00448079276279046,0.00635318561040744,2.53170442684639e-05,4.45927263298541e-06,2.46277661583067e-06,6.68319548242385e-07,0,0.031,22.2818997285225
0.00332351666836903,0.00569417310795798,0.00825248606802144,0.0049653075075843,0.00876451664806726,3.8798524699499e-05,3.32621979004925e-06,3.17275193444886e-06,2.25720125861363e-06,0,0.031,21.5001034151626
0.00466983522532012,0.0122431615234077,0.0047318715445177,0.00505967271946388,0.00429545898729058,2.98043130931601e-05,3.99433272741564e-06,1.07182618592221e-06,2.50460011445567e-07,0,0.031,21.5043707711992
0.00655342228573493,0.00384185543349536,0.0110481231201338,0.00894501328051989,0.000611585880116068,2.28733912071524e-05,4.97054286310479e-06,3.66478983721027e-06,1.31939088485376e-06,0,0.031,1698.21881011321
0.0060781496120568,0.0108339405137766,0.000792948823232629,0.0109352243820951,0.00235973666883883,2.01509291310259e-05,2.91668006948952e-06,1.00116383925299e-06,3.5477558303092e-07,0,0.031,21.2224696805824
0.00161700679332571,0.0115816435052326,0.00371611002337875,0.0102876595364936,0.00379758014156933,1.03554660045588e-05,2.91462508084372e-06,1.41588257172096e-06,1.42099949305899e-07,0,0.031,22.9212703613142
0.0053798539614831,0.00563182567289237,0.0082018389169988,0.00489004396227248,0.00689643748635325,1.63250674936099e-05,4.75229836122083e-06,4.30734646295875e-06,2.6793077390329e-06,0,0.031,23.1445485760482
0.00743125938146268,0.00623738389544632,0.00514104444671517,0.00505954119738523,0.0071307710789906,7.72706521848234e-06,1.76702007447771e-06,8.60641533259459e-07,6.20966803820123e-07,0,0.031,19.7611372624841
0.00571191889999033,0.00829523204302664,0.0100668636903729,0.000752758048221308,0.00617322731838879,1.05523721737518e-05,3.20345738716112e-06,2.58788679268171e-06,1.86348069177065e-06,0,0.031,21.3541527465967
0.00773143620561375,0.00765842184896715,0.00544257122154535,0.000907689920019638,0.00925988080385412,3.62595984298898e-05,4.51348612833247e-06,4.37574583741903e-06,1.50127438561297e-06,0,0.031,22.4802809745403
0.00534262730911354,0.0080662733837344,0.0110732404074227,0.00154747705539593,0.00497038184433349,2.85139814613762e-05,3.89562856862442e-06,3.54051061861627e-06,2.90927067955841e-06,0,0.031,21.457747092129
0.012717264506934,0.0100790847828649,0.00401796081851208,0.00313344198445082,0.0010522479072382,2.63577271140393e-05,4.46826335408479e-06,3.56277341934767e-06,2.03461307608344e-06,0,0.031,22.6784771458064
0.00693174969130017,0.00317448933940867,0.00889506474834827,0.00870462569213952,0.00329407052880337,2.70191083672915e-05,4.02154944040417e-06,2.48804636372762e-06,1.99226311504912e-06,0,0.031,21.5285193026945
0.00563386317545635,0.00791615241888437,0.000607389303761128,0.00970738256720643,0.00713521253469173,3.88283113915554e-05,3.21626755948973e-06,2.47991784655763e-06,6.70298311933908e-07,0,0.031,20.4746227893063
0.009999449117799,0.00699701389331522,0.0124246524576806,0.00109641540438143,0.00048246912682372,4.54636451154634e-06,3.59069866280657e-06,3.03070708392934e-06,2.38294197201047e-06,0,0.031,48.5019459109913
0.00985073017159504,0.00400094518817687,0.00184969007272347,0.006911272228394,0.00838736233911062,5.15263569406715e-06,4.81977720523459e-06,3.72241582896232e-06,1.76605799898909e-07,0,0.031,23.4018468036657
0.00932263436906879,0.0145371865332444,0.00132756786316502,0.0046418866972003,0.00117072453732147,3.57521370036483e-05,4.67064143578455e-06,3.88373832842738e-06,2.16307436877962e-06,0,0.031,22.7555289363267
0.00732498790702472,0.0152981468314526,0.00159615143572318,0.000622697859292455,0.00615801596650708,2.30218453768179e-05,4.23882592631031e-06,4.19774248790437e-06,8.96201982641095e-07,0,0.031,22.1490053900643
0.00601610112888371,0.00642754102397726,0.00814112158648118,0.00194365868835563,0.00847157757230222,1.90282309843586e-05,4.71623535385074e-06,4.12994159960073e-06,1.96965893922286e-06,0,0.031,23.1333788646599
0.00282279456886871,0.00852932181977903,0.00615689323901294,0.00767454581100392,0.0058164445613354,1.00935121583681e-05,7.68193142426366e-07,6.80567598664914e-07,2.85305082952608e-07,0,0.031,20.2044677839817
0.00524286617990766,0.00561363090927441,0.00403380412188177,0.0051791918556612,0.010930506933275,1.42309109395906e-05,2.24718542573296e-06,6.73281859779476e-07,4.98497384988604e-07,0,0.031,20.7058273252404
0.00660463190768969,0.00405191442339143,0.00934677542787338,0.0100237538487535,0.000972924392292026,1.09977842948514e-05,2.65472011702551e-06,2.61027904637028e-06,3.73237312797564e-07,0,0.031,23.1020436923442
0.00581543340657869,0.00865393013385568,0.00497888496344516,0.00192309819120977,0.0096286533049107,2.18879089982576e-05,2.78112400108536e-06,1.98424777937059e-06,1.08963394838991e-06,0,0.031,20.7157384225548
0.00395001132537708,0.0086936701691316,0.0085100080647521,0.0083357968550672,0.00151051358567201,9.93478048927065e-06,2.83019657131e-06,2.42482740942924e-06,4.6387956168475e-07,0,0.031,21.8035659384067
0.00583771927089106,0.00642618038101307,0.00936315390136143,0.00757962646627743,0.00179331998045701,3.7902906126188e-05,2.51221241909737e-06,1.16297204722527e-06,2.31774352723864e-07,0,0.031,20.3991127721062
0.0131428149142514,0.000545099014143376,0.00165354657352495,0.0097219676311881,0.00593657186689219,2.50661263626672e-05,3.85659678979818e-06,1.8458213387115e-06,1.30931243611263e-06,0,0.031,21.3905420506528
0.0111281153998636,0.000994543006986766,0.00408212814665027,0.00800082226672867,0.00679439117977071,1.79187942360039e-05,4.02149427396756e-06,1.24067537130677e-06,2.76561626878637e-07,0,0.031,21.755565156244
0.00169040843990311,0.00796585504007103,0.00641811290021991,0.0104180981072032,0.00450752551260274,2.89931537488385e-05,3.91966465979269e-06,2.17136323594243e-06,1.48827695900274e-06,0,0.031,23.1709937965928
0.00132921324409267,0.00623865705272334,0.0133492734926988,0.00158800179396781,0.00849485441651738,1.10177154116726e-05,2.34736539822761e-06,2.29383685200861e-06,2.14193901050606e-06,0,0.031,24.2257617346649
0.00995984087555763,0.00989305201224701,0.00362191509934544,0.00297972864481126,0.00454546336803866,2.07741438119524e-05,2.82776765538271e-06,2.17931539796341e-06,9.41522274058561e-07,0,0.031,20.7316067178192
0.00697654768622164,0.00414463797476076,0.00540171829347248,0.00999372342462532,0.0044833726209198,2.96993620956783e-05,3.69626483639855e-06,2.80395303763552e-06,1.10727829732848e-06,0,0.031,20.9725091757194
0.00397459965838385,0.00319424374485149,0.0110011791692465,0.00433274830079629,0.00849722912672188,9.37123394821851e-06,1.41453181058377e-06,1.26474943458131e-06,4.11433888501871e-07,0,0.031,19.9245839933792
0.00664661168570595,0.00544715624038422,0.00893423488020549,0.00642171910111696,0.00355027809258738,2.82755194833962e-05,4.57601025567859e-06,4.55243291195533e-06,2.22520675653975e-06,0,0.031,22.3350923246869
0.00735245993139776,0.00785740532057081,0.00432715294816217,0.00373733090560363,0.00772565089426564,7.89529985533725e-06,3.43708146967946e-06,1.82296748621905e-06,1.09332548176718e-06,0,0.031,21.6630421604064
0.00570489320156321,0.00804634214218406,0.00273396065899825,0.00686047351280696,0.00765433048444752,8.76496695967369e-06,4.93481912480303e-06,2.02067489511071e-06,1.35821638693756e-06,0,0.031,23.5980274959462
0.0101598533254397,0.00959897616048257,0.00150994091762553,0.00740862255785012,0.00232260703860207,2.59559742062531e-05,2.9405153053266e-06,5.83282116759408e-07,4.08741107115372e-07,0,0.031,21.4540156950913
0.00672818031747204,0.00734076940504428,0.00817356620840802,0.00131240179685641,0.00744508227221926,3.44977561442932e-05,3.54066088186782e-06,1.457793067993e-06,6.72228497292081e-07,0,0.031,20.913484081956
0.00754979265138348,0.00455277527400696,0.00676843798613821,0.00840754010698982,0.00372145398148152,2.09910667867757e-05,3.47379991473349e-06,3.09606762751637e-06,3.26467655904398e-07,0,0.031,20.9990785415481
0.00402144016782459,0.0158592073033602,0.00904725778797368,0.0013421297482482,0.000729964992593308,1.48958332262038e-05,3.76984487093622e-06,2.31553835432024e-06,1.95743982750758e-06,0,0.031,28.1046269803505
0.00459311559465054,0.00479054751524737,0.00577196015773189,0.00714863935666394,0.00869573737570626,1.90744616724265e-05,4.82861915263102e-06,3.24235933776994e-06,9.6244853682119e-07,0,0.031,23.5289909191838
0.00694513595565859,0.00404476561543184,0.00567548449090019,0.00968752363735736,0.00464709030065202,1.16175368017515e-05,4.08013053345612e-06,3.83466184693205e-06,3.77518835168649e-06,0,0.031,22.0071368115959
0.00542404066419805,0.0113729966308951,0.00326120041069819,0.00307621850504882,0.0078655437891598,3.75241615373815e-05,1.96923165804333e-06,1.84418065605938e-06,4.06552665510813e-07,0,0.031,18.5456919904654
0.00212479375291409,0.00164357497884936,0.00972995230818842,0.00247933753416984,0.0150223414258783,3.92367017978583e-05,3.75437445168725e-06,1.49830698973714e-06,1.44885110727755e-06,0,0.031,23.3463040102903
0.0135637558077402,0.0120271080918911,0.00158112361956509,0.00185485778037247,0.00197315470043118,2.07583528792795e-05,4.61567897934826e-06,2.47467141280761e-06,2.46266083610187e-06,0,0.031,22.9667708592416
0.00315523890727111,0.00550582249912499,0.00178258924845948,0.0073343803276098,0.0132219690175346,3.19718400410181e-05,3.48030058117397e-06,2.1325462192415e-06,1.82540099057605e-06,0,0.031,22.7101207147252
0.00249778751521462,0.0118365763154607,0.00836997487950015,0.00567635170341435,0.00261930958641014,3.70019646677161e-05,4.39476530728505e-06,3.66933915101451e-06,1.18848868203118e-06,0,0.031,22.3396905617592
0.00908010137632911,0.00491507641870935,0.00936790029229895,0.0035051749964298,0.0041317469162328,2.69130093450359e-05,4.88127286582626e-06,4.23794248350599e-06,2.23354323284995e-06,0,0.031,23.1603846490027
0.00543275211522211,0.00550070394295386,0.00731314414568833,0.00546638173170276,0.00728701806443295,1.37265266000137e-05,4.11076943513612e-06,4.00310119309581e-06,6.48909254325791e-07,0,0.031,22.434810077573
0.00566970715646264,0.00971630684733737,0.00163861629999464,0.0045629233291455,0.00941244636705985,2.01886316842829e-05,1.41625136296582e-06,1.23013643037389e-06,7.20649413101145e-07,0,0.031,18.8097737270554
0.00795522174867199,0.00221105448911605,0.00859399901426222,0.00598143810034863,0.00625828664760111,2.62568593681049e-05,4.29730743741007e-06,1.33374435232184e-06,2.39936405544635e-07,0,0.031,22.0563083380329
0.00987457020302637,0.00111370056555234,0.00634686761308698,0.00955607592610609,0.00410878569222822,4.76987538661558e-06,6.28459607867168e-07,2.31479459319913e-07,2.09178465461597e-07,0,0.031,21.2184766444058
0.00818346705127563,0.00539452939460763,0.00237999078229162,0.00942713816638937,0.00561487460543575,2.29534548033444e-05,4.98719274636285e-06,3.73143667059294e-06,2.79279137857242e-06,0,0.031,23.249113597784
0.0116438791173749,0.00245767917906571,0.00409533648503263,0.0040553832180081,0.00874772200051868,2.16567278551466e-05,2.389302568605e-06,8.02391730981287e-07,1.7425602802362e-07,0,0.031,19.6333280378476
0.00424823244561235,0.00230066175163836,0.00859578980407735,0.00715174704216655,0.00870356895650539,2.31790213341976e-05,4.6165478439915e-06,4.58209239224356e-06,4.309588465997e-06,0,0.031,23.3649919131098
0.00814535336743483,0.0116427708928124,0.00326696313638025,0.00264322997135244,0.0053016826320201,2.2732283912066e-05,4.29872417854735e-06,2.68614589310009e-06,3.52508421881999e-07,0,0.031,22.0488053344466
0.00769508883619834,0.00750501850894774,0.00184484778661747,0.0072804420281963,0.00667460284004015,7.43950582914963e-06,1.72417767810821e-06,1.69848988936758e-06,1.17634496355721e-06,0,0.031,19.8586007774541
0.00667742739780007,0.00382335675967798,0.00798021822669467,0.00679699760495881,0.00572200001086848,1.53494675897111e-05,4.55322068658452e-06,1.73751462751351e-06,1.08484695807501e-06,0,0.031,22.7030103324004
0.00572998961892295,0.00522152304760195,0.00475002496817548,0.00802519930848745,0.00727326305681217,2.45574985911874e-05,4.55572264903701e-06,3.5227355353646e-06,2.88040984081963e-06,0,0.031,22.760353730116
0.00223313514773592,0.00885120477698268,0.00542116666932769,0.0052606420354702,0.00923385137048352,6.56609268675436e-06,3.87354161271336e-06,1.45618877714341e-06,1.08208265427626e-06,0,0.031,23.9142659832172
0.0138915210769882,0.00555593658940775,0.00590367932474536,0.00333007902067747,0.0023187839881812,4.96792541595165e-06,4.35419899228677e-06,2.62484410775053e-06,1.55711574143469e-06,0,0.031,22.9485877348519
0.00981138276794332,0.00687705458030993,0.00304646116271007,0.00931345553041626,0.00195164595862042,3.15190673136235e-05,4.05679489672379e-06,2.31401807942038e-06,1.76116125798659e-06,0,0.031,21.8406422594802
0.00367959200685069,0.0078944441736083,0.00576967520742397,0.00643558257311477,0.00722070603900228,1.86842785407565e-05,4.82625631284897e-06,2.61197017462723e-06,1.77554381844253e-06,0,0.031,23.5363353835939
0.00992827062295393,0.00683104436452723,0.00745057378077462,0.00110587726191356,0.00568423396983066,1.24116301963237e-05,4.2266323379068e-06,3.35989483464391e-06,2.59153045394478e-06,0,0.031,22.2079385268623
0.0014318147800561,0.00379812358749331,0.00846796681141153,0.00899549430964515,0.00830660051139391,2.27803533846779e-05,3.91979347874599e-06,1.533031720373e-06,6.95244529085824e-07,0,0.031,24.1004828831691
0.0064938174733295,0.008448394879347,0.00587114296522389,0.00568890902054504,0.00449773566155457,2.63256926655224e-05,4.31583956789905e-06,3.99005568923338e-06,1.12259061199101e-06,0,0.031,21.8731945482702
0.00197015794290273,0.00333533295539279,0.00343014146653277,0.00992519358905044,0.0123391740461213,1.11387439428219e-05,4.07562532314105e-06,2.76615731830598e-06,2.46561824867741e-06,0,0.031,24.4724222946721
0.00702349365975758,0.00714559835745411,0.0071976942011254,0.000748942485151807,0.0088842712965111,3.85741293060887e-05,4.24117533407649e-06,5.74067078685864e-07,4.67090889156747e-07,0,0.031,22.01866723834
0.00715966144923387,0.00327604703292651,0.0120702132322349,0.0018077682350154,0.00668631005058927,2.18217491022407e-05,1.72728962968606e-06,1.69202557891767e-06,1.57893640309467e-06,0,0.031,18.6460806636366
0.00879236124299699,0.00823466645738228,0.00542772627656141,0.00342820210807976,0.00511704391497957,1.79312723889604e-05,3.73560993088839e-06,3.04475732987996e-06,1.7327045460777e-06,0,0.031,21.3324403286688
0.00959181889410776,0.00351991084465386,0.0059126450858028,0.00261240290569769,0.0093632222697379,1.02050799487919e-05,4.66271725085951e-06,3.42030230117128e-06,5.4241190537361e-07,0,0.031,23.1759250014671
0.00397875285878943,0.00811027975509212,0.00953839394074258,0.00750235919367033,0.00187021425170555,3.01815258528191e-05,4.29957589270879e-06,2.33395863819538e-06,1.10957199973085e-07,0,0.031,21.8995237926404
0.00738951039752777,0.00786345073310933,0.00262806964739762,0.00990392719600094,0.00321504202596434,2.23092478780931e-05,3.07604374284288e-06,1.95562512604993e-06,1.89140864995728e-06,0,0.031,20.8204091070923
0.00649497554941977,0.00588969275279839,0.00696461014810532,0.00861999132687109,0.00303073022280543,2.37630796672893e-05,2.51264763105383e-06,1.94161458690646e-06,1.85955108131536e-06,0,0.031,20.2300366746012
0.00254203986887282,0.00681141067810275,0.00652150341480401,0.00613400990815761,0.0089910361300628,3.37654823201341e-05,2.98561993351953e-06,1.93214225432694e-06,8.27397282629643e-07,0,0.031,21.9556921058745
0.000998630434249281,0.00820198679094573,0.00765283888207299,0.00652013883727639,0.00762640505545562,1.92398434996941e-05,4.58513815866182e-06,2.58450933671923e-06,3.43183351260842e-07,0,0.031,25.0277653502896
0.00259389490005628,0.00273955713781437,0.00646585822321834,0.0139536564776262,0.00524703326128479,3.50243847774095e-05,4.68853817051889e-06,4.08229729592059e-06,2.55326376792376e-06,0,0.031,23.4678188328374
0.0063761390695733,0.00851456529567354,0.00255740718759961,0.008183304267718,0.00536858417943555,3.149621262783e-05,3.70682284638658e-06,3.1352998028532e-06,1.68538359418143e-06,0,0.031,20.9616305839818
0.0117947837276141,0.0118310672197174,0.000976793644949456,0.00332592033517618,0.00307143507254282,3.56469792110712e-05,2.59634710641915e-06,5.55813660113489e-07,3.38023973905322e-07,0,0.031,21.4028164623339
0.00458651926006632,0.00701242162121775,0.00970089309248257,0.00298355230316807,0.0067166137230653,2.32330530040551e-05,4.11418886457197e-06,3.5926148546716e-06,1.3175145798574e-06,0,0.031,22.2019373211753
0.00857786495096164,0.0073157093213384,0.00222728024545695,0.00451380274315802,0.00836534273908498,3.13931965033698e-05,3.43225794562193e-06,2.54284765828277e-06,6.60383810426206e-07,0,0.031,20.6306849222017
0.0111882964292436,0.00700203539211689,0.00284842270946956,0.000678239083513066,0.0092830063856569,3.87922086659305e-05,4.92111228507428e-06,3.95115912308534e-06,4.50084992750794e-07,0,0.031,23.1550177711826
0.00470267239129657,0.00522550654652635,0.00431876968575568,0.0111250291623257,0.00562802221409567,1.11243194761199e-05,4.15362165085433e-06,3.01031582593953e-06,8.31839118473651e-07,0,0.031,22.5632192056541
0.00923807347883269,0.00388393866994058,0.00403567878752576,0.00454321508176753,0.00929909398193344,2.52765631771092e-05,4.86154955757881e-06,3.35206430654251e-06,3.13452111400788e-06,0,0.031,23.1387595960943
0.00350772517170795,0.00624313556714596,0.00507584639337506,0.0104456573571181,0.00572763551065291,2.57378548341598e-05,1.30617219679619e-06,1.29004772475259e-06,5.71095431944353e-07,0,0.031,19.2170157350998
0.00213519231724048,0.00543199239908094,0.00313054774572238,0.0095743698314973,0.0107278977064589,3.19143652480369e-05,4.65615455870062e-06,3.10803553086568e-06,2.87731850342783e-06,0,0.031,24.0817881613672
0.00659264381854454,0.00408338296128439,0.00528308444138,0.0110790976160028,0.00396179116278824,3.11153136697396e-05,4.49780094007165e-06,3.32162944039595e-06,1.78021361479888e-06,0,0.031,22.2763000605589
0.0060781957617923,0.010780056408407,0.00625692950117768,0.00721952643915819,0.000665291889464841,3.54944522839769e-06,2.06726651786968e-06,1.10422513282985e-06,3.53815199270102e-07,0,0.031,22.5206574157579
0.0049314515519914,0.00710919995768173,0.00617017587040493,0.0110521730501975,0.00173699956972444,1.27033569477116e-05,3.68218967553628e-06,1.02452321385954e-06,8.02991096245001e-07,0,0.031,21.8094738438553
0.00167854452648946,0.00177867754291495,0.0151741740450975,0.0115361095141913,0.000832494371306791,3.81668160772884e-05,4.99200721918072e-06,1.67812252612242e-06,1.02444016567048e-06,0,0.031,1194.96092883748
0.00484747204944032,0.00901854667211974,0.0138882452488655,0.000485992719861049,0.00275974330971342,1.51990788682049e-05,4.49675888489923e-06,4.04526297510155e-06,7.68322715123107e-07,0,0.031,22.5255870397583
0.00362949485917723,0.00659632508758747,0.00884228789167106,0.00633099371119859,0.00560089845036566,3.39364796684806e-05,4.47393838354648e-06,3.54873064016526e-06,1.1489011220921e-06,0,0.031,22.6067481527263
0.0065019038316873,0.00321932420365221,0.00958625641420999,0.00279274953033767,0.00889976602011283,2.19000834984818e-05,2.67889959788797e-06,2.16390425641208e-06,1.41730691036615e-06,0,0.031,20.3062206962302
0.00448845700099906,0.00735874366652632,0.0079025013282811,0.00335183848937802,0.0078984595148155,2.73838017723743e-05,4.78900001250767e-06,4.26164803095649e-06,1.42740210995985e-06,0,0.031,23.1432426080019
0.00278446870653379,0.00600091437611042,0.00919920133132522,0.0105253751913516,0.00249004039467893,2.78002336288092e-05,4.46512634376339e-06,3.23777303193421e-06,1.38339872595806e-06,0,0.031,22.5342168014814
0.00827804071853871,0.00345360829790434,0.0021822522693252,0.0060938115733902,0.0109922871408416,3.82294407356194e-05,4.63762209759146e-06,1.12894137904769e-06,1.04212679320008e-06,0,0.031,22.6936850245896
0.011960484208902,0.00487892861755401,0.00693035168514667,0.0026733685570689,0.0045568669313284,5.33671415956743e-06,4.3651489682251e-06,2.80457959540628e-06,2.29041615140101e-06,0,0.031,22.6538342709922
0.00962084326595475,0.00589078521979975,0.00874507076313027,0.00354607804699384,0.00319722270412139,1.88292993252733e-05,4.86235867358217e-06,3.30838073563145e-06,1.89085744823608e-07,0,0.031,23.2768971198863
0.00442088838166975,0.0063740272306764,0.00416802543609535,0.00932017144735588,0.00671688750420262,3.73733082694768e-05,2.33025205192599e-06,1.05654437016632e-06,5.16142309113996e-07,0,0.031,19.5725862359427
0.00715128754722084,0.00720316370599562,0.0100904166712259,0.00441148068437737,0.00214365139118031,2.10775468567946e-05,4.90596001156658e-06,3.54966072219461e-06,1.75294019881574e-06,0,0.031,23.2095017238599
0.00787120940087922,0.000359695820527243,0.011334783090929,0.00893992238280924,0.00249438930485535,2.26625224728414e-05,4.45092409386152e-06,3.27007108458836e-06,9.67301917144216e-07,0,0.031,22.4514045638087
0.00932336398255932,0.00165794917351131,0.00870766259247753,0.00326637993050962,0.00804464432094222,3.55267434790123e-05,4.24043829571624e-06,8.57863866703695e-07,8.19330843080136e-07,0,0.031,21.9169122234446
0.00698295889940581,0.00237166826013596,0.0102813822892607,0.00721474326368377,0.00414924728751371,7.84096749986554e-06,2.19558189277334e-06,2.08579840273819e-06,2.0778829158831e-06,0,0.031,20.5157026358699
0.0103786439798482,0.0141193369672306,0.000824896354704622,0.00437261658375977,0.00130450611445676,2.98911717326862e-05,4.57362532595394e-06,6.08212356336947e-07,4.70076574753227e-07,0,0.031,22.676126211703
0.00423350170102516,0.00956166416172754,0.0121525196331254,0.0043472391763585,0.000705075327763373,1.19413359361261e-05,4.15141624832591e-06,3.40023840214338e-06,3.24592706394507e-06,0,0.031,1294.86374872984
0.00314821457251626,0.00860624023728478,0.00191039570517565,0.00865835285719559,0.00867679662782772,1.5414059058971e-05,4.07485532044587e-06,2.72946373267479e-06,1.33121622266907e-07,0,0.031,23.3124302436535
0.000930281909340489,0.0121345836644532,0.0125626796508532,0.00283339747976224,0.00253905729559084,1.91681235132415e-05,4.88079381571518e-06,2.83840676315136e-06,1.50221415502898e-06,0,0.031,24.4579764846949
0.000509211369993972,0.0122297619209624,0.00308122899198021,0.00849026642250982,0.00668953129455357,2.13622288860525e-05,2.89854516308625e-06,2.27252421049034e-06,1.6473393612318e-07,0,0.031,1092.94351301629
0.00316562768790621,0.0122495617372005,0.0113398258011941,0.0025763067021784,0.00166867807152078,3.99270505209591e-05,2.3968058128239e-06,2.22145075341207e-06,2.17545072597236e-06,0,0.031,19.6058241238331
0.0120634952889593,0.0126633341552471,0.00437126660163642,0.000969238263624741,0.000932665690532429,9.11020248088483e-06,3.28334073062466e-06,8.28419471746262e-07,1.01226334143883e-07,0,0.031,23.0269630016283
0.00436728413692712,0.00298845108745446,0.00178540737593427,0.00841096210835734,0.0134478952913268,2.80920533226792e-05,4.51278240947908e-06,4.48693452515686e-06,2.2946605971605e-07,0,0.031,23.558166740951
0.00414267143411791,0.00231910888874143,0.0152362301342521,0.0070392790094769,0.00226271053341165,1.17920304897393e-05,4.20035197360531e-06,2.27752020311945e-06,2.21212270987272e-06,0,0.031,22.1427779075822
0.00369285886761887,0.0100186611589617,0.0100927629829466,0.00664065474719804,0.000555062243274768,1.18057950172182e-05,4.70906393538551e-06,3.53797213040483e-06,3.1365430556158e-06,0,0.031,462.098533036974
0.0156480973087683,0.00694166360656273,0.00189174086390884,0.00311232537182478,0.00340617284893536,3.4706005096927e-05,3.52989782634598e-06,2.21852961189549e-06,3.13098225204909e-07,0,0.031,22.1061455199789
0.00753056942413612,0.00935672579912371,0.00266200213975409,0.00452266135069041,0.00692804128629567,5.81695088556232e-06,4.16991173803121e-06,3.24431969196912e-06,2.72210339239912e-06,0,0.031,22.4530791532376
0.00501206818112892,0.00773998864577831,0.00193176185990849,0.00810897857454583,0.00820720273863845,2.29726471215424e-05,2.31200468576056e-06,1.63768909174669e-06,1.03655829019455e-06,0,0.031,20.1869510418265
0.0123955449475111,0.00609613460159606,0.00143749020334733,0.000882070879638159,0.0101887593679073,1.5537601892999e-05,4.06453859949993e-06,3.82749923980898e-06,2.51378056419806e-07,0,0.031,22.1297433076225
0.0035392310131739,0.00286525558240758,0.010818928304391,0.00389192421657586,0.00988466088345164,2.78397685218898e-05,2.04859859512276e-06,1.82115168986737e-06,1.21133563186942e-06,0,0.031,20.1743408264018
0.0102153655007355,0.0091979945481194,0.00360016330688162,0.00210952347007963,0.00587695317418388,3.6970936365898e-05,4.2464373786314e-06,1.13751142974818e-06,1.11790056541877e-06,0,0.031,21.8872104449354
0.00458528002868699,0.0092476771649656,0.00120950373323769,0.0120481082773377,0.00390943079577201,9.95086823086725e-06,3.87913183745822e-06,3.69896471459361e-06,9.81692248925063e-07,0,0.031,22.0529470302129
